"id","sourceRoutes","global","label","kind","destination","handler","disabled","file","line","evidence"
"C0593","/usluga/orders/[id]/edit","false","Add line","local state / inspect handler","","{addLine}","!selectedModel","frontend/src/app/(app)/usluga/orders/[id]/edit/page.tsx","210","static source; conditional visibility and dynamic data require runtime QA"
"C0594","/usluga/orders/[id]/edit","false","Delete","local state / inspect handler","","{() => setLines((current) => current.filter((_, rowIndex) => rowIndex !== index))}","","frontend/src/app/(app)/usluga/orders/[id]/edit/page.tsx","219","static source; conditional visibility and dynamic data require runtime QA"
"C0595","/usluga/orders/[id]/edit","false","Saving... / Save","navigate after action","`/usluga/orders/${order.id}`","{() => void saveOrder()}","busy || !selectedModel || !activeLines.length","frontend/src/app/(app)/usluga/orders/[id]/edit/page.tsx","238","static source; conditional visibility and dynamic data require runtime QA"
"C0596","/usluga/orders/[id]/edit","false","Cancel","open page/link","`/usluga/orders/${order.id}`","","","frontend/src/app/(app)/usluga/orders/[id]/edit/page.tsx","239","static source; conditional visibility and dynamic data require runtime QA"
"C0597","/usluga/orders/[id]","false","Back to planning","open page/link","/usluga","","","frontend/src/app/(app)/usluga/orders/[id]/page.tsx","111","static source; conditional visibility and dynamic data require runtime QA"
"C0598","/usluga/orders/[id]","false","Open model","open page/link","`/usluga/models/${order.model.id}`","","","frontend/src/app/(app)/usluga/orders/[id]/page.tsx","112","static source; conditional visibility and dynamic data require runtime QA"
"C0599","/usluga/orders/[id]","false","Edit","open page/link","`/usluga/orders/${order.id}/edit`","","","frontend/src/app/(app)/usluga/orders/[id]/page.tsx","113","static source; conditional visibility and dynamic data require runtime QA"
"C0600","/usluga/orders/[id]","false","Hand over","open/close dialog","","{() => { setHandover({ recipient: order.customer_name, notes: """" }); setHandoverOpen(true); }}","","frontend/src/app/(app)/usluga/orders/[id]/page.tsx","114","static source; conditional visibility and dynamic data require runtime QA"
"C0601","/usluga/orders/[id]","false","stageIcon(workOrder.operation) t(`usluga.status.${workOrder.operation}`) workOrder.status workOrder.passed_quantity.toLocaleString() / workOrder.planned_quantity.toLocaleString()","open page/link","`/work-orders/${workOrder.id}/${workOrder.operation}`","","","frontend/src/app/(app)/usluga/orders/[id]/page.tsx","125","static source; conditional visibility and dynamic data require runtime QA"
"C0602","/usluga/orders/[id]","false","Save","save/change data","","{() => void saveMaterial()}","busy","frontend/src/app/(app)/usluga/orders/[id]/page.tsx","139","static source; conditional visibility and dynamic data require runtime QA"
"C0603","/usluga/orders/[id]","false","Cancel","open/close dialog","","{() => setHandoverOpen(false)}","","frontend/src/app/(app)/usluga/orders/[id]/page.tsx","167","static source; conditional visibility and dynamic data require runtime QA"
"C0604","/usluga/orders/[id]","false","Saving... / Confirm handover","save/change data","","{() => void confirmHandover()}","busy","frontend/src/app/(app)/usluga/orders/[id]/page.tsx","167","static source; conditional visibility and dynamic data require runtime QA"
"C0605","/usluga","false","Model catalog","open page/link","/usluga/models","","","frontend/src/app/(app)/usluga/page.tsx","221","static source; conditional visibility and dynamic data require runtime QA"
"C0606","/usluga","false","New Usluga model","open page/link","/usluga/models/new?mode=edit","","","frontend/src/app/(app)/usluga/page.tsx","222","static source; conditional visibility and dynamic data require runtime QA"
"C0607","/usluga","false","Refresh","local state / inspect handler","","{() => void mutateOrders()}","isValidating","frontend/src/app/(app)/usluga/page.tsx","223","static source; conditional visibility and dynamic data require runtime QA"
"C0608","/usluga","false","Open model","open page/link","`/usluga/models/${selectedModel.id}`","","","frontend/src/app/(app)/usluga/page.tsx","238","static source; conditional visibility and dynamic data require runtime QA"
"C0609","/usluga","false","Add line","local state / inspect handler","","{addLine}","!selectedModel","frontend/src/app/(app)/usluga/page.tsx","259","static source; conditional visibility and dynamic data require runtime QA"
"C0610","/usluga","false","Distribute","local state / inspect handler","","{distributeBySizeRange}","!modelSizes.length","frontend/src/app/(app)/usluga/page.tsx","265","static source; conditional visibility and dynamic data require runtime QA"
"C0611","/usluga","false","Delete","local state / inspect handler","","{() => setLines((current) => current.filter((_, rowIndex) => rowIndex !== index))}","","frontend/src/app/(app)/usluga/page.tsx","274","static source; conditional visibility and dynamic data require runtime QA"
"C0612","/usluga","false","Saving... / Create Usluga order","local state / inspect handler","","{() => void createOrder()}","busy || !selectedModel || activeLines.length === 0","frontend/src/app/(app)/usluga/page.tsx","298","static source; conditional visibility and dynamic data require runtime QA"
"C0613","/usluga","false","formatOrderReference(order.order_no)","open page/link","`/usluga/orders/${order.id}`","","","frontend/src/app/(app)/usluga/page.tsx","318","static source; conditional visibility and dynamic data require runtime QA"
"C0614","/usluga","false","order.model.code · order.model.name","open page/link","`/usluga/models/${order.model.id}`","","","frontend/src/app/(app)/usluga/page.tsx","320","static source; conditional visibility and dynamic data require runtime QA"
"C0615","/usluga","false","`${workOrder.operation}: ${workOrder.status}`","open page/link","workOrderLink(workOrder)","","","frontend/src/app/(app)/usluga/page.tsx","323","static source; conditional visibility and dynamic data require runtime QA"
"C0616","/usluga","false","Hand over","local state / inspect handler","","{() => { setFormError(""""); setHandoverForm({ recipient: order.customer_name, notes: """" }); setHandoverOrder(order); }}","","frontend/src/app/(app)/usluga/page.tsx","325","static source; conditional visibility and dynamic data require runtime QA"
"C0617","/usluga","false","View","open page/link","`/usluga/orders/${order.id}`","","","frontend/src/app/(app)/usluga/page.tsx","325","static source; conditional visibility and dynamic data require runtime QA"
"C0618","/usluga","false","Edit","open page/link","`/usluga/orders/${order.id}/edit`","","","frontend/src/app/(app)/usluga/page.tsx","325","static source; conditional visibility and dynamic data require runtime QA"
"C0619","/usluga","false","Cancel","local state / inspect handler","","{() => setHandoverOrder(null)}","","frontend/src/app/(app)/usluga/page.tsx","339","static source; conditional visibility and dynamic data require runtime QA"
"C0620","/usluga","false","Saving... / Confirm handover","save/change data","","{() => void handOver()}","busy","frontend/src/app/(app)/usluga/page.tsx","339","static source; conditional visibility and dynamic data require runtime QA"
"C0621","/warehouse-map","false","code","filter/select/expand","","{() => { setSelectedCell(code); setSelectedShelf(""S1""); }}","","frontend/src/app/(app)/warehouse-map/page.tsx","528","static source; conditional visibility and dynamic data require runtime QA"
"C0622","/warehouse-map","false","Empty","filter/select/expand","","{() => { setSelectedCell(code); setSelectedShelf(shelf); }}","","frontend/src/app/(app)/warehouse-map/page.tsx","593","static source; conditional visibility and dynamic data require runtime QA"
"C0623","/warehouse-map","false","top.model_code || top.model_id top.model_name || top.package_no top.color || ""-"" top.total_quantity Qty","filter/select/expand","","{() => { setSelectedCell(code); setSelectedShelf(shelf); }}","","frontend/src/app/(app)/warehouse-map/page.tsx","614","static source; conditional visibility and dynamic data require runtime QA"
"C0624","/warehouse-map","false","Clear cell","filter/select/expand","","{() => setSelectedCell(null)}","","frontend/src/app/(app)/warehouse-map/page.tsx","725","static source; conditional visibility and dynamic data require runtime QA"
"C0625","/warehouse-map","false","Select all","filter/select/expand","","{selectAllPackages}","allCandidatePackagesSelected || moveSources.length > 0 || busyAction !== null","frontend/src/app/(app)/warehouse-map/page.tsx","802","static source; conditional visibility and dynamic data require runtime QA"
"C0626","/warehouse-map","false","Clear selection","filter/select/expand","","{clearPackageSelection}","!selectedMovePlacements.length || moveSources.length > 0 || busyAction !== null","frontend/src/app/(app)/warehouse-map/page.tsx","810","static source; conditional visibility and dynamic data require runtime QA"
"C0627","/warehouse-map","false","row.package_no row.model_code || row.model_id || ""-"" · row.total_quantity Qty","filter/select/expand","","{() => setSelectedPackageId(row.id)}","","frontend/src/app/(app)/warehouse-map/page.tsx","821","static source; conditional visibility and dynamic data require runtime QA"
"C0628","/warehouse-map","false","Confirm move / Move selected","save/change data","","{handleMove}","busyAction === ""move"" || busyAction === ""label"" || (!moveSources.length && !selectedMovePlacements.length)","frontend/src/app/(app)/warehouse-map/page.tsx","899","static source; conditional visibility and dynamic data require runtime QA"
